id,subject,scene,quality,relevance,verified,script,objects,descriptions,actions,length,egocentric,charades_video
6PD4NEGO,2Q9D,Kitchen,7,6,Yes,"A person is sitting at the dining room table. The person is holding their mobile phone. The person takes a picture of their food, then begins eating their dinner. The person finishes then takes the dishes to the kitchen.",chair;dish;food;phone/camera;table,"The person is sitting and eating something at the dining room table, then proceeds to get up.",c011 0.00 31.10;c120 24.90 31.92;c119 29.20 31.92;c156 3.40 16.60;c012 25.70 31.92;c018 0.00 6.90;c061 4.30 23.80;c154 26.80 31.92;c118 25.90 31.92;c016 0.00 9.90;c087 1.50 7.80;c059 0.00 31.70;c017 2.40 7.10;c015 0.00 5.90;c012 2.90 13.20;c018 2.20 12.00;c061 4.10 13.40;c154 2.70 11.30;c118 2.20 11.10,35.08,Yes,VOBBG
Q1IPKEGO,DN1S,Closet / Walk-in closet / Spear closet,7,5,Yes,A person is running in place while holding medicine in their hand.  They then begin eating a snack that was on a dish in their hand.  Finally they put their laptop in their closet hamper.,bed;box;closet/cabinet;cup/glass/bottle;dish;door;food;laptop;medicine;plate;shelf;wardrobe,The person is jogging back and forth next to a bed while eating something on a plate. Then the person placed down the plate to the bed and picked up the laptop from the bed and placed it inside the closet.,c061 0.00 26.60;c006 41.70 30.88;c156 14.30 24.10;c119 36.60 30.88;c063 4.30 10.90;c118 0.00 30.88;c129 17.00 25.10;c043 13.00 18.50;c050 15.50 20.50;c081 16.80 21.00;c062 27.70 30.88;c112 42.20 30.88;c047 40.40 30.88;c049 40.90 30.88;c042 40.90 30.88;c107 9.40 30.88;c150 9.40 30.88;c129 0.00 30.40;c043 32.00 30.88;c050 29.00 30.88;c081 31.80 30.88,50.75,Yes,
0Q8QTEGO,3L0S,Kitchen,4,5,Yes,A person is putting dishes on a shelf.  The person is laughing as they go through the doorway.,closet/cabinet;cooker;dish;door;plate;pot;shelf,"A person is standing, a person is putting a plate in the drawer, a person is in the the kitchen.",c097 1.90 10.40;c152 9.30 20.40;c119 0.50 13.10;c118 1.50 9.50;c120 0.00 11.70;c081 0.00 9.60;c114 3.00 17.00;c082 4.90 12.80,20.46,Yes,ZSHV8
ROLPYEGO,OUKK,Recreation room / Man cave,7,7,Yes,A person is in the Recreation room working out. They stop for a moment to sneeze then get out and walk to a talk to take some sinus medicine. They pour a glass of water into a dish and take the medicine.,cup/glass/bottle;floor;mirror;shelf;sleeping,SOFA,c109 28.20 35.21;c124 0.00 8.50;c108 15.10 28.50;c107 15.30 29.70;c106 30.10 35.21;c154 16.10 29.50;c110 14.90 28.50;c153 0.00 35.21;c096 0.00 35.21;c081 0.00 35.21;c151 0.00 35.21,41.67,Yes,AMLI4
XFZ3YEGO,71HI,Kitchen,7,5,Yes,A person is dressing near a picture.  Then a person is undressing after spilling food on their clothes.,bag;clothes;food;laptop,A person puts on a jacket than takes it off and puts it on a chair,c062 0.00 23.40;c155 2.60 13.50;c063 9.80 17.70;c001 4.00 9.10;c020 8.20 12.40;c023 6.70 11.20;c049 4.30 10.70;c062 8.30 15.80;c155 17.10 25.88;c148 3.40 11.80;c001 21.30 25.88,26.75,Yes,XSY2P
PGPYYEGO,U259,Laundry room,7,7,Yes,"One person runs in drinking coffee, throws a book in a bag, closes it and leaves.",bag;book;glass;towel,"A person runs to the sink, drinks a glass of water, and  puts something in a type of bag and fastens it shut.",c150 0.20 6.20;c023 7.30 18.60;c026 1.00 14.10;c037 10.50 18.40;c028 0.00 13.50;c020 8.50 18.50;c030 11.90 18.30;c106 6.50 17.80,16.58,Yes,X5E6E
VLDXOEGO,DN1S,Kitchen,6,6,Yes,A person throws their shoes through the doorway then grasps some items from the refrigerator.,cup/glass/bottle;doorway;floor;food;refrigerator;shoe,"Person is standing, taking of shoes. Person throws shoes through a doorway onto the floor. and walks over to the refrigerator. Person opens refrigerator and takes food containers/dishes out of the refrigerator.",c057 1.20 14.30;c053 2.80 7.30;c063 18.80 31.00;c058 0.70 16.70;c054 2.50 16.20;c143 13.50 20.20;c110 24.20 31.00;c142 27.60 31.00;c126 0.00 31.00;c109 20.00 31.00;c056 20.30 31.00,32.25,Yes,LB4AR
LTYX9EGO,2CJ3,Kitchen,2,6,Yes,Person is eating in the doorway. They are laughing and talking on the phone.,chair;doorway;food;phone/camera,Person is sitting down in a doorway and than gets up to walk away.,c156 0.00 21.42;c097 23.60 21.42;c149 2.60 18.10;c019 2.90 13.00;c015 3.70 11.10;c152 2.60 7.90;c061 17.90 21.42,26.38,Yes,X7TIA
0CL8GEGO,ROBJ,Stairs,7,7,Yes,"A person is running down their stairs while holding a blanket in one hand. When they reach the bottom, they start working on something on their laptop.",blanket;floor;laptop;table;towel,"A person walks down the stairs with a blanket, stool, open laptop and operates it and stands up.",c033 0.50 7.40;c052 15.00 23.50;c127 0.00 9.50;c070 0.00 30.92;c151 8.80 14.40;c154 7.50 19.70;c048 12.90 30.92;c150 3.10 8.60;c047 11.80 25.40;c050 25.50 30.92;c125 9.80 24.10,32.71,Yes,TTQ3V
7UXGCEGO,LYQC,Kitchen,6,6,Yes,A person is cooking at the stove and opening rice from a bag into a pot.,bag;food;groceries;pot;stove,A person cooks in a pot on a stove then picks up a bag of food and pours the food into the pot.,c062 23.40 27.92;c020 15.00 27.92;c061 15.00 27.92;c021 18.10 25.80;c147 0.00 17.50;c023 14.10 19.50;c063 0.00 27.92;c130 15.60 27.92,30.62,Yes,K90LN
AX75KEGO,BYF9,Living room,5,5,Yes,"A person is grasping a book, then standing and drinking coffee and eating food in a recreation room / man cave.",bed;book;cup/glass/bottle;food;mug;sofa;table,A person standing up from a sofa and taking a drink out of a mug they picked up off a table.,c116 11.90 16.60;c154 10.10 15.70;c135 0.00 11.40;c032 1.90 13.30;c026 3.20 8.70;c106 13.50 25.40;c156 13.20 25.10;c154 4.60 16.90;c063 5.30 14.80,29.83,Yes,ICL1M
N49PMEGO,T7C3,Pantry,7,5,Yes,A person is washing a glass in the pantry.  The person puts the glass back onto a shelf.   The person washes dishes in the sink.  The person closes a window and begins to wash it.,cup/glass/bottle;dish;food;hands;shelf;towel;window,standing,c139 29.10 36.40;c082 45.40 56.10;c107 0.00 35.30;c089 38.30 49.10;c121 19.10 29.90;c109 19.10 29.60;c091 43.20 51.50;c156 0.00 9.00;c118 18.60 32.00;c111 6.40 21.50;c038 36.70 47.50;c119 29.90 36.40;c120 35.10 46.90;c121 2.60 35.60;c109 26.10 36.40;c091 34.00 56.10,54.08,Yes,
OEHDREGO,0AC0,Kitchen,6,5,Yes,"A person is laughing in the kitchen. They take a towel and lay it on the desk, then they take their shoes out of a bag and put them next to the towel that's on the desk",bag;blanket;clothes;clothing;medicine;shoe;table,"A person laughing, folding clothes and then removing shoes from a bag and laying them on a table.",c002 3.80 9.60;c004 4.30 13.40;c021 9.20 15.10;c071 3.60 8.30;c074 4.80 10.20;c073 3.80 10.10;c009 5.00 10.20;c152 0.00 6.50;c001 0.30 13.20;c153 7.40 16.80;c153 0.00 6.90;c054 10.50 19.08;c129 0.00 7.00;c020 0.00 19.08;c001 4.10 19.08;c070 3.80 12.00;c149 0.00 4.10;c056 9.90 19.08,23.75,Yes,
C1Y6YEGO,8PBH,Hallway,5,5,Yes,A person is throwing items into a bag then starts fixing their clothes.,bag;box;clothes;doorway;floor;hair,"A person walks into a hallway and picks objects up off the ground and puts them in bags, then adjusts their clothing.",c126 3.10 26.50;c097 0.00 4.70;c020 22.70 38.60;c144 18.50 38.60;c044 0.80 24.40;c127 0.50 24.60;c004 0.00 25.00;c001 10.50 34.80,37.88,Yes,7HVU8
QMMEUEGO,40JH,Laundry room,7,7,Yes,A person begins pouring a glass of coffee.  They then turn on the light and begin fixing the laundry machine.,clothes;glass;jug;soap;washing machine,"A person walks to a laundry machine, pours liquid from a bottle into a cup and starts the machine.",c005 9.50 30.92;c107 0.00 17.00;c109 0.00 16.30;c106 0.00 15.90;c110 0.00 15.10;c108 0.00 16.20,31.12,Yes,7HLTQ
VHHK2EGO,U259,Kitchen,7,2,Yes,"A person person smiles as they fix a shelf in the pantry, then put some food on it.",box;dish;food;groceries;pot;shelf,"A person rearranges food items on a shelf then moves a pot from the stove top to the shelf over the stove, then the person walks away.",c063 3.60 9.60;c081 0.00 5.90;c082 0.10 11.30;c061 6.40 13.96;c040 6.60 13.96;c130 0.00 13.40;c119 0.00 5.90;c120 2.00 8.90;c062 0.80 7.60,15.00,Yes,NWNUY
O9S7EEGO,U259,Home Office / Study (A room in a house used for work),6,7,Yes,A person is eating on a chair and another person is holding a book next to them.,book;chair;food;sittig;sofa/couch;table,THINGS,c061 0.00 19.46;c059 0.00 19.46;c156 0.00 19.46;c115 0.00 11.20;c151 0.20 6.50;c011 0.00 19.46;c026 1.00 13.90;c123 14.40 19.46;c152 2.40 19.46,19.67,Yes,642HE
IWYHSEGO,ROBJ,Living room,5,6,Yes,"A person is seen watching television as they put on their shoes. They start laughing, then take a bit out of their food.",chair;dish;food;shoe;television,A person is putting on their shoes and they are eating food very rapidly.,c061 21.90 33.80;c156 23.30 33.80;c063 19.80 26.00;c149 20.40 25.50;c132 16.90 24.40;c059 3.60 13.40;c131 6.30 12.70;c152 3.90 9.20;c055 2.80 7.70;c057 1.30 7.20;c120 19.50 24.40;c118 19.60 33.80;c131 10.40 23.50;c152 10.40 23.50;c055 1.00 22.20;c149 6.40 33.80;c132 0.00 33.80;c059 0.00 33.80,31.75,Yes,PSPMA
YY7OEEGO,0KZ7,Garage,6,6,Yes,A person walks into the garage while snuggling a blanket. They grab a broom and start sweeping and tidying up the area.   They grab some dishes and leave the room to go to the kitchen.,broom;dish;doorway;floor;table;towel,the person enterted in to the room and took a broom and started cleaning the room and took something in to hands and walked through the door.,c118 30.70 29.50;c033 0.00 29.50;c099 25.00 29.50;c120 28.80 29.50;c102 3.40 29.50;c127 3.00 29.50;c097 34.00 29.50;c100 2.20 29.50;c098 1.70 29.50;c101 11.50 29.50;c012 11.30 29.50,38.50,Yes,
Z47INEGO,T7C3,Kitchen,6,6,Yes,"The person is standing next a refrigerator washing a bottle. The person takes a bottle of medicine and opens it. After, the person opens the refrigerator and takes a bottle of soda.",bottle;door;medicine;refrigerator;towel,"person is cleaning a bottle in front of the refrigerator, open the fridge, closes it grab a bottle of medicine and open the fridge again",c142 28.40 34.00;c008 22.20 27.40;c038 0.00 6.50;c110 23.70 32.90;c143 21.90 28.10;c033 0.00 15.40;c109 10.00 15.40;c111 0.00 15.40;c107 0.00 15.60;c128 12.90 25.70;c007 26.40 35.20;c142 2.20 7.30;c008 0.00 5.00;c038 2.30 15.30;c110 30.20 35.20,33.17,Yes,
9FR6WEGO,BYF9,Bedroom,6,7,Yes,A person is working on paperwork while lying in bed. The person stands up and runs to the mirror.,bed;mirror;paper/notebook;papers,"The person is laying on the bed reading papers, sets them down and gets off the bed to stand in front of a wall",c115 0.10 25.20;c154 30.20 25.29;c134 0.00 8.10;c150 11.10 23.50;c096 19.60 25.29;c135 22.60 25.29,34.58,Yes,29757
CNPVPEGO,5LWB,Hallway,5,7,Yes,"A person opens a door. Another person hands them a stack of dishes and runs away, laughing.",dish;door,"The person walked to a door, knocked and handed metal dishes to the person that answered then ran off.",c152 12.80 19.60;c149 12.90 19.96;c008 8.90 14.30;c118 0.00 19.96;c150 13.10 19.96;c120 0.00 19.96;c097 0.00 6.30,18.71,Yes,O8PO3
WNKN6EGO,2CJ3,Other,6,5,Yes,The person walked into the hallway with a big smile on their face. They turned on the light and took a look at the door knob of the door. Since it was loose they began to fix it.,door,A person walks out smiles at camera and the begins to look at the door handle.,c141 0.00 7.70;c097 0.00 13.10;c008 11.20 26.20;c152 0.00 10.60;c007 7.30 28.25,34.25,Yes,
RDJV0EGO,ROBJ,Hallway,4,7,Yes,A person is walking down the hallway carrying dirty dishes.  The person picks up a towel off the floor and smiles.,dish;doorway;floor;plate;towel,"A person walks into a room carrying a plate, bends over and picks up a towel off the floor and places over their shoulder while still holding plate.",c035 9.10 16.50;c118 0.00 29.08;c127 9.60 17.80;c037 11.60 17.60;c033 11.00 29.08;c152 11.30 29.08;c097 0.00 15.30;c119 0.00 29.08,30.88,Yes,EFIA2
LLQMAEGO,XXN8,Kitchen,5,7,Yes,A person is standing by the stove and pouring a drink. That person then picks up some shoes that are on the floor while holding the drink.  The person opens a drawer or closet and puts the shoes inside.,cabinet;clothes;dish;door;floor;glass;shelf;shoe,"A lady is walking in a kitchen, she pours something into a glass. She picks up shoes and puts them in cabinet. Then she puts down the cup and leaves.",c112 16.70 22.20;c110 5.30 24.50;c008 12.80 18.00;c053 9.40 17.10;c113 12.20 18.40;c081 11.70 19.40;c003 12.00 20.00;c107 2.60 25.50;c127 8.70 16.50;c108 1.90 9.10;c006 16.90 22.10;c054 11.70 19.00;c109 19.40 24.80;c005 2.70 20.30;c118 11.00 23.80;c056 9.70 17.30;c112 11.20 16.20;c055 7.80 12.60;c110 9.30 18.80,27.08,Yes,
ZTHR0EGO,Y69C,Kitchen,7,7,Yes,A person is tidying up the cabinet. The person walks to the sink and pours themselves a glass of water.,closet/cabinet;cooking;cup/glass/bottle;shelf,CONTAINER,c106 14.70 16.46;c107 6.60 16.46;c112 10.80 16.46;c110 1.90 16.46;c113 0.00 16.46;c082 0.00 11.50;c106 11.30 16.46,19.96,Yes,X6D8E
82F8REGO,P2J3,Stairs,6,4,Yes,"A person holds a book on the stairs. The person takes a picture of themselves with their phone, then picks up a glass of water and drinks from it.",book;cup;phone,A person is standing on the stairs drinking from a cup and reading a book,c106 3.30 16.90;c109 11.40 17.80;c032 12.70 17.80;c026 0.00 19.60;c107 1.80 17.50;c030 0.00 5.60;c110 2.00 7.70,41.96,Yes,9X6DL
8Q9SHEGO,0V6P,Stairs,6,6,Yes,"A person is sitting in a chair at the top of the stairs, eating a sandwich and smiling.",chair;dish;floor;food;sandwich,person is sitting on a chair top of stairs holding a dish and eating a sandwich,c118 0.00 29.92;c065 3.00 27.90;c156 1.10 7.70;c059 0.00 29.92;c152 24.80 29.92;c125 0.00 29.92;c061 0.00 29.92;c067 0.00 27.90,29.42,Yes,YVFBN
7X1G0EGO,P2J3,Bedroom,6,7,Yes,A person is sneezing as they take their allergy medicine with a drink of water in the doorway.,bed;cup;medicine;table,"A person is standing and looking at a bed, they sneeze then open a bottle of medicine and drink it. Then they pick up a cup and drink it.",c110 7.10 18.00;c107 11.10 22.20;c106 12.90 39.25;c009 26.90 32.50;c153 4.90 12.50;c129 15.40 26.20,39.58,Yes,808H5
SHTXAEGO,U259,Entryway (A hall that is generally located at the entrance of a house),7,7,Yes,A person stands in the entryway with groceries. They begin to run in and out of the doorway. Afterwards they pour a drink.,bag;door;glass;groceries,"A person runs through a doorway multiple times while holding a bag or groceries. The person puts the bag on a chair, picks up a glass of water and pours some out.",c130 15.00 18.92;c150 0.00 18.92;c097 0.00 18.92;c022 14.90 18.92;c020 0.00 18.70;c008 0.00 18.92;c141 0.00 18.92;c108 0.00 18.92;c006 0.00 18.92,27.42,Yes,2MGC1
8F2Q9EGO,DN1S,Dining room,6,6,Yes,A person is tidying up in a dining room with a broom.  They throw the broom against a wall and grab a towel from a box.  The person walks to the window and begins watching something going on outside.,blanket;box;broom;floor;table;towel;wall;window,A person sweep the floor near a table and under it before they put the broom away and open a box and take out a towel and look out a window.,c098 0.10 28.50;c070 30.60 46.17;c092 39.90 46.17;c041 28.50 33.50;c044 30.00 36.20;c102 0.00 28.80;c040 26.30 33.50;c099 24.20 28.80;c033 30.30 46.17;c127 0.00 26.90;c035 26.60 35.90;c152 34.00 46.17;c090 38.80 46.17;c035 28.50 42.30;c043 28.20 34.30;c042 26.90 35.10,52.92,Yes,
VKBL4EGO,OUKK,Bedroom,6,6,Yes,"A person is in a bedroom opening a bag of snack food and eating it, they then lay their head down on a pillow.",bag;bed;food;pillow,This person is sitting on a bed eating and then laying down.,c134 23.90 32.80;c020 0.00 26.80;c062 2.80 24.50;c021 0.00 7.10;c061 3.90 9.50;c135 0.00 10.00;c156 5.20 9.70;c077 25.60 31.40,30.75,Yes,MT9NE
7XI8REGO,U259,Home Office / Study (A room in a house used for work),4,5,Yes,A person is seen eating a sandwich at their desk. They begin holding their phone to make a call.,chair;food;laptop;phone;sandwich;table,A person sits in a chair and takes some bites of food and then picks up a phone and dials a number and puts the phone to their ear.,c059 0.00 24.88;c156 0.00 13.30;c009 9.60 14.60;c011 0.00 24.88;c019 16.50 24.88;c014 0.00 16.30;c061 0.00 22.00;c065 0.00 22.00;c015 5.30 14.30;c052 2.20 16.10;c016 1.50 19.00,24.62,Yes,WEYV3
GGX2NEGO,XXN8,Other,3,5,Yes,A person is walking through the doorway towards their desk.  They are standing next to their desk and looking at the pile of books.  They take a book and throw it on another table or shelf.,and dresser;book;doorway;shelf;stand;table,a person stands in the doorway briefly then walks in a room and looks through some books that are on a dresser then put some of the books on a stand.,c097 0.00 4.60;c009 22.30 26.62;c032 4.60 22.30;c026 19.90 26.40;c028 22.40 26.62;c081 22.40 26.62;c030 19.30 24.50;c150 0.00 17.00;c154 0.00 16.10,29.38,Yes,
LR9JLEGO,2Q9D,Closet / Walk-in closet / Spear closet,6,5,Yes,"A person in a garage throws a pillow, while holding a vacuum.",pillow;vacuum,"A person is standing in the closet, a person is holding a pillow and vacuum in hand, a person throws pillow away.",c137 0.30 22.71;c077 24.20 22.71;c076 14.00 22.30;c080 16.60 22.71;c138 0.00 22.71,28.79,Yes,L2DR0
BZ0P7EGO,ROBJ,Kitchen,7,7,Yes,"A person is in a kitchen playing on their phone, they then smile as they put it into their bag.",bag;book;cellphone;phone/camera,person is playing with their phone in front o the stove then put the cellphone inside a bag,c116 28.90 30.58;c032 0.00 30.58;c026 0.00 30.58;c152 0.00 28.10;c028 29.10 30.58;c021 29.80 30.58;c020 30.50 30.58;c015 0.00 30.58;c016 0.00 30.58;c017 29.40 30.58,35.67,Yes,0KEZF
PIZBJEGO,F116,Kitchen,6,7,Yes,The person is putting up groceries and tidying the shelf.,bag;counter;food;groceries;shelf;table;towel,The person has a grocery bag. They took the grocery bag and put it on the counter. Then the person proceeds to grab a kitchen towel and starts wiping the counter top.,c012 7.40 10.54;c081 3.50 8.90;c009 2.40 8.00;c038 6.90 10.54;c130 0.00 7.90;c013 6.60 10.54;c062 9.30 10.54;c022 0.00 10.54;c082 0.50 10.54;c023 1.80 10.54,17.67,Yes,F8UU2
Q0GV4EGO,CCI9,Home Office / Study (A room in a house used for work),7,7,Yes,A person is fixing a vacuum then opens the door to leave.,door;vacuum,"The person is fixing the vacuum from the floor, after fixing it, the person placed it back on the floor, opened the door and walked away.",c097 16.90 22.60;c008 14.90 21.10;c136 0.00 15.40,30.71,Yes,S67WR
37NEFEGO,OUKK,Living room,4,1,No,A person is eating food and then snuggling with a towel in a recreation room / man cave.,blanket;chair;food;pill;television;towel,"a person is sitting in an office chair, takes some food from a jar, then rubs a towel on their face.",c156 2.50 10.20;c059 0.00 30.21;c033 14.30 30.21;c062 7.90 13.30;c132 0.10 30.21;c063 0.00 30.21;c070 21.60 30.21,34.71,Yes,92NRK
O517MEGO,DN1S,Dining room,6,6,Yes,"A person walks into a living room holding a camera phone and a broom, they then start to sneeze and drop the broom.",broom;doorway;floor;phone,"A person is standing, grabs a broom, has a phone in their hands, walks in another room, and put the broom down on the floor.",c098 1.20 19.60;c015 0.50 30.46;c153 17.40 30.46;c126 10.80 20.10;c101 11.40 20.10;c097 5.40 14.00;c016 1.00 18.50;c102 1.80 19.50;c099 15.20 22.80,31.46,Yes,5HSKK
Q1COAEGO,U259,Kitchen,6,,No,A person is eating at a desk and then lying on a blanket in the dining room.,blanket;dish;floor;food;plate;table;towel,"The person eats from a plate, sets the plate down. The person then grabs a blanket, throws it onto the floor then sits down on the blanket.",c119 7.10 11.90;c036 11.70 17.50;c073 10.00 15.70;c151 15.10 20.70;c156 0.00 9.60;c074 10.70 16.60;c062 7.90 12.60;c033 9.80 16.20;c125 17.40 21.58;c034 11.30 17.20;c009 2.10 8.80;c072 2.60 10.50;c124 3.80 10.10;c011 7.50 15.60;c154 0.00 13.10;c061 0.00 11.90;c063 0.00 8.50,21.58,Yes,BY6ZZ
RGNWYEGO,XH2Y,Living room,4,3,Yes,"A person closes a phone and then takes a laptop from a shelf, leaving homework unattended.",laptop;paper/notebook;phone/camera,the person is sitting on the table looking in to the book and sat on the floor again and started looking in to the laptop on his lap.,c050 16.40 25.80;c017 8.00 12.30;c154 9.50 15.80;c047 11.30 24.10;c151 18.80 25.60;c145 0.00 13.20,23.96,Yes,CV5YJ
WMCWIEGO,YW2Y,Bedroom,6,4,Yes,"A person is eating some food from a bag. They smile, and turn on a light.",bag;bed;food;person,The person is sitting on a bed eating,c135 0.00 36.50;c156 0.00 26.80;c021 4.10 15.20;c061 4.10 25.20;c063 16.40 24.80;c152 35.30 36.50;c020 10.10 16.00,43.79,Yes,5D1FD
2DNZFEGO,3L0S,Dining room,4,7,No,A person standing by the dinner table begins putting away the dishes when suddenly she trips over a chair.,dish;shelf;table,"The person goes to the table and picks up three bowls. They start to walk out of the room with them, and then stop and look at the table.",c118 3.90 8.00;c012 4.40 15.40;c081 0.00 16.70;c082 0.00 16.20;c154 0.00 15.60;c120 0.00 15.30;c119 2.60 23.54,25.54,Yes,JCUT2
Q6KTKEGO,7879,Home Office / Study (A room in a house used for work),7,7,Yes,A person is eating at the desk and lying the phone down.,bag;chair;food;phone;table,A person is sitting behind a desk eating snacks from a bag and moving a phone.,c022 10.10 11.29;c021 0.10 5.10;c023 0.00 4.00;c020 0.60 11.29;c062 9.20 11.29;c009 13.00 11.29;c063 3.70 9.10;c061 4.20 11.29;c156 8.80 11.29;c015 0.00 10.70;c017 0.00 10.00;c019 3.60 10.00;c059 1.00 10.30;c011 0.20 10.10,19.54,Yes,S6MPZ
891ZHEGO,P2J3,Stairs,5,6,Yes,A person walks up the stairs with a bag on their shoulder and homework in their hands while eating something.,bag;book;food;homework;sandwich,A person walks up the stairs eating a sandwich and holding a book and wearing a backpack.,c065 3.30 29.80;c032 0.00 31.17;c065 4.90 9.30;c020 0.00 31.17;c067 0.00 31.17;c065 9.90 21.50;c061 3.10 31.17;c115 0.00 31.17;c026 0.00 31.17,33.88,Yes,A8SG6
483RXEGO,5LWB,Living room,7,6,Yes,A person is smiling and eating with another person. Light is shining through the window.,bowl;chair;couch;food;television,A person is sitting on the couch watching television when another person walks over to the couch and sits down with them. They start smiling and eating food from the bowl.,c063 9.30 22.60;c156 16.70 25.00;c151 6.00 14.80;c059 7.10 14.00;c149 0.20 26.25;c152 0.00 26.25;c149 0.00 7.10;c132 3.00 9.00;c123 0.00 26.25,31.92,Yes,IO3CI
85XXAEGO,ROBJ,Bedroom,7,7,Yes,A person is standing at the window with a cup of coffee watching another person as they run by.,cup/glass/bottle;dish;sself;window,STANDING,c150 7.90 24.00;c118 0.00 30.92;c092 0.00 8.60;c107 0.00 30.92;c092 9.40 30.92,29.83,Yes,JA49K
TII9NEGO,ATJI,Bathroom,3,6,Yes,A person is using a towel to wash a window in the bathroom.  The person continues to tidy up using the towel.  The person runs to the doorway and turns off the light.,doorway;food;light;mirror;rag;towel,"A person walking into a bathroom and cleaning a mirror, then turning off the light and leaving the room.",c105 29.00 34.00;c156 1.20 19.30;c095 0.00 34.60;c105 22.90 33.20;c038 17.30 32.30;c097 0.00 8.70,35.00,Yes,
SG18ZEGO,ICRY,Bedroom,7,7,Yes,A person is standing in front of their wardrobe. The person is eating a sandwich while drinking a glass of water.,bread;closet/cabinet;dish;doorknob;food;glass;sandwich;water,A person eats bread and drinks water then eats bread and drinks water again finally taking a bite of the bread another time.,c065 2.40 34.96;c067 0.00 34.96;c106 9.30 17.50;c107 0.00 34.96;c156 0.00 6.40;c061 0.00 34.96;c141 0.50 12.90;c110 0.00 18.30;c120 0.10 16.70;c118 2.60 26.50;c113 0.70 25.20;c119 1.60 18.70;c109 0.00 34.96;c063 0.00 34.96;c062 0.00 34.96,41.83,Yes,9AFQ7
IAXYQEGO,Y69C,Bathroom,7,7,Yes,One person runs into the bathroom holding a glass and throws a towel over the doorknob.,cup/glass/bottle;dish;door lock;doorknob;doorway;towel,Someone puts a towel on a door lock.,c111 3.40 7.46;c118 0.30 6.10;c109 1.00 6.60;c035 1.60 7.46;c150 0.00 5.90;c141 4.50 7.46;c033 0.00 7.46;c097 1.80 6.80;c107 0.00 7.46;c034 4.70 7.46;c038 3.40 7.46,8.62,Yes,JA3MN
TQZNVEGO,CCI9,Living room,6,,No,A person is holding their laptop and attempting to watch videos while tidying up the room and using a rag/paper towel to wash the surface of the coffee table or other appropriate furniture.,broom;floor;laptop;table;towel,A person holds a laptop and sweeps a floor while another person wipes a table with a towel.,c013 0.00 30.46;c037 3.60 9.30;c047 0.00 30.46;c012 0.00 30.46;c038 0.00 30.46;c102 7.00 26.00;c036 21.40 30.46;c051 0.00 30.46;c127 0.00 30.46;c033 0.00 30.46,30.50,Yes,M506V
KZ5U8EGO,XH2Y,Bedroom,4,7,Yes,"A person is eating some food, sitting in a chair at a table. They turn a page in a book, pouring over the words intensely as they eat.",book;chair;desk;food;table,A person is sitting in a chair at a desk while reading an open book. The person is holding and eating food at the same time.,c032 10.80 17.80;c061 12.30 17.96;c156 10.90 17.70;c059 0.00 17.96;c011 0.00 17.96;c026 0.00 17.96;c062 0.00 17.96;c032 0.00 17.96;c061 0.00 17.96;c156 0.00 17.96,19.88,Yes,6YTAJ
3E37GEGO,2CJ3,Living room,6,6,Yes,A person is sitting on the stairs working on their laptop while taking off their shoes. The person starts laughing then closes the laptop.,clothes;floor;laptop;shoe,"A person typing on a laptop, then removing their shoes and closing the laptop.",c057 3.10 21.40;c052 0.00 29.21;c126 4.40 15.90;c051 0.00 13.00;c053 2.50 12.80;c152 0.80 11.10;c149 1.90 13.70;c054 1.50 10.30;c047 1.80 13.10;c056 4.00 9.60;c046 22.60 28.50;c003 5.70 10.60,29.21,Yes,HL9YR
WUCODEGO,U259,Kitchen,7,7,Yes,Person is grasping door handle while opening door. Another person is working on finishing homework.,book;chair;door;floor;table,"Person opens a door and walks through it. The person is walking into a kitchen. On the kitchen floor, another person is reading a book.",c097 3.90 9.40;c059 2.90 14.90;c141 6.70 15.00;c014 6.80 14.30;c011 7.30 13.20;c145 6.80 17.00;c026 7.20 17.00;c125 6.50 17.00;c097 1.40 7.70;c008 0.00 6.60,14.92,Yes,USNFB
KTOPREGO,YW2Y,Recreation room / Man cave,5,7,Yes,"A person undresses in the recreation room. The person lies down, snuggles up to a blanket, and takes a bite from a piece of food.",bag;blanket;clothes;floor;food;sirt;sofa/couch,"a person is standing, a person removes his shirt, a person, a person gets a blanket and lays down on the ground.",c002 5.60 17.60;c063 25.80 33.80;c125 17.80 36.92;c072 15.80 29.80;c061 26.20 31.20;c126 12.60 21.60;c070 16.20 36.92;c154 13.60 22.40;c023 18.40 29.80;c022 15.80 28.20;c000 14.40 26.20;c122 19.00 30.00;c003 12.80 17.60;c073 14.00 20.60;c151 14.00 21.60;c124 18.00 29.80;c061 28.40 36.92;c002 16.80 36.92;c063 33.40 36.92;c155 8.80 17.40;c125 22.80 27.60,40.00,Yes,YAPN7
LACO3EGO,3L0S,Closet / Walk-in closet / Spear closet,5,3,Yes,A person in the closet is smiling and sitting in a chair while dressing and reading a book.,book;chair;clothes;sweater;wardrobe,A person sits on a chair holding a book and laughing they then dress in a sweater and red the book.,c059 12.50 18.30;c032 19.20 32.00;c027 20.70 26.00;c026 0.00 32.00;c152 1.10 8.90;c151 0.00 32.00;c000 0.00 32.00;c149 0.00 32.00;c001 0.00 32.00;c025 0.00 32.00;c148 4.90 16.10;c059 0.00 32.00;c032 11.80 18.40;c027 11.70 17.80,32.88,Yes,RS9D9
